0,psychic,self_check
0,cathode-rays,self_check
0,operational-definition,self_check
0,slow-time,self_check
0,bacteria-queue,self_check
0,nigeria,self_check
0,count-sig-figs,self_check
0,mg-to-kg,answer
0,geometric-mean,answer
0,triangle-formula,answer
1,yd2-yd3,self_check
1,axle-ratios,self_check
1,liter-cube,answer
1,square-mm-to-cm,answer
1,light-bucket,answer
1,martini,answer
1,richter,answer
1,taxa-scaling,bare_answer
1,great-wall,answer
1,jelly-beans,answer
2,rigid-body,self_check
2,gymnastics-wheel,self_check
2,t-versus-delta-t,self_check
2,delta-x-bouncing,self_check
2,inertia-counterexamples,self_check
2,gammaatvzero,self_check
2,bounce-graph,answer
2,chain-rule-units,answer
2,cross-deck,answer
2,inside-freight-train,answer
2,cycloid,answer
3,rolling-distances,self_check
3,stupid,answer
3,honeybeeaccel,answer
3,x-graph-to-v-graph,answer
3,two-ramps,answer
3,graph-bouncing,answer
3,dodge-viper,answer
3,mars-drop-time,answer
3,ramp-half-speed,answer
3,vee-track-minimum-time,answer
4,interpret-terminal-v,self_check
4,force-or-not,self_check
4,time-to-brake,answer
4,mass-or-weight,answer
5,swimming-and-walking,self_check
5,static-or-kinetic,self_check
5,partridge,self_check
5,friction-and-normal,self_check
5,find-directions-of-forces,self_check
5,third-law-partners,answer
5,box-uphill-partners,answer
5,waterbottle-in-space,answer
5,combine-springs,answer
5,youngs-modulus,answer
6,blown-sideways,self_check
6,baseballrange,bare_answer
6,baseballrange,bare_answer
7,translate-to-vector,self_check
7,scale-vector,self_check
7,subtract-vectors,self_check
7,baseballrangeair,bare_answer
7,baseballrangeair,bare_answer
7,sine-of-vector,answer
8,acceleration-vector,self_check
8,projectile-a-vector,self_check
8,annie-oakley,answer
8,cargo-plane,answer
8,angle-of-repose,answer
8,wagon-uphill,answer
8,ropeslopes,hint
8,capstan,hint
8,stemming,answer
9,uniform-or-nonuniform,self_check
9,tilt-a-whirl,answer
9,off-ramp,answer
9,cyclists,answer
10,gravity-independent-of-v,self_check
10,fill-in-inverse-square,self_check
10,kepler-hyperbolic,self_check
10,mineshaft,self_check
10,ceres,answer
10,alien-gangster,answer
10,upsilon-andromedae,answer
10,prove-a-equals-g,answer
10,ida,answer
10,receding-moon,hint
10,receding-moon,answer
10,g-field-of-straight-mass-filament,answer
11,spring-energy,self_check
11,bulletthroughbook,answer
11,boatengine,answer
11,aronskeratio,answer
11,microwave-waste,answer
12,throw-up-or-down,self_check
12,grasshopper,answer
12,pe-ke-yin-yang,answer
12,niagara-hydroelectric,answer
12,skater-rolls-off-pipe,answer
13,work-scalar-joules,self_check
13,ball-does-work-on-spring,self_check
13,breaking-trail,self_check
13,work-constant-and-not-constant,self_check
13,is-work-conserved,answer
13,escape2,hint
13,anglebetween,hint
13,tides,hint
14,massless-m-e-p,self_check
14,firework,answer
14,hockey-pucks,answer
14,fridge-recoil,answer
14,energy-frames,answer
14,funkosity,answer
15,compare-torques,self_check
15,thetazero,self_check
15,omegasigns,self_check
15,righthanddtheta,self_check
15,anticommutative,self_check
15,pliers,answer
15,tipbox,hint
15,erbium,hint
15,toppling-rod,answer
15,ring-moi-about-diameter,answer
16,pulleyandspring,hint
17,compare-damping,self_check
17,opera,self_check
17,maxampatdc,hint
17,maxampatdc,bare_answer
